,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1787,2023,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
7955,2021,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Large
6392,2022,Mid-level /Intermediate,Full-time,Data Engineer,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
6164,2022,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
4947,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
1602,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
935,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
5204,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
4577,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
5018,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
4455,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
6169,2022,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
2490,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
2323,2023,Senior-level/ Expert,Full-time,BI Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
4487,2023,Mid-level /Intermediate,Full-time,AI Developer,100000,SGD,74883,Finland,Not at all,Finland,Medium
4999,2023,Mid-level /Intermediate,Full-time,Software Data Engineer,100000,SGD,74883,Singapore,Totally Remote,Singapore,Large
6285,2022,Entry-level / Junior,Full-time,Data Scientist,74540,USD,74540,United States of America,Not at all,United States of America,Medium
5744,2023,Entry-level / Junior,Full-time,Data Scientist,74540,USD,74540,United States of America,Not at all,United States of America,Medium
3424,2023,Senior-level/ Expert,Full-time,Data Analyst,74400,USD,74400,United States of America,Not at all,United States of America,Medium
2395,2023,Senior-level/ Expert,Full-time,Data Analyst,74400,USD,74400,United States of America,Totally Remote,United States of America,Medium
585,2023,Senior-level/ Expert,Full-time,Data Analyst,74400,USD,74400,United States of America,Totally Remote,United States of America,Medium
2048,2023,Senior-level/ Expert,Full-time,Data Analyst,74400,USD,74400,United States of America,Totally Remote,United States of America,Medium
2605,2023,Senior-level/ Expert,Full-time,Data Analyst,74400,USD,74400,United States of America,Not at all,United States of America,Medium
3632,2023,Senior-level/ Expert,Full-time,Data Analyst,74400,USD,74400,United States of America,Not at all,United States of America,Medium
5760,2023,Senior-level/ Expert,Full-time,Data Analyst,74178,USD,74178,United States of America,Not at all,United States of America,Medium
7758,2020,Mid-level /Intermediate,Full-time,Data Engineer,65000,EUR,74130,Austria,Somthimes,Austria,Large
3040,2023,Entry-level / Junior,Full-time,AI Programmer,100000,CAD,74087,Canada,Totally Remote,Canada,Large
7938,2021,Mid-level /Intermediate,Full-time,Machine Learning Engineer,74000,USD,74000,Japan,Somthimes,Japan,Small
4961,2023,Entry-level / Junior,Full-time,Data Engineer,73900,USD,73900,United States of America,Not at all,United States of America,Medium
6184,2022,Mid-level /Intermediate,Full-time,Data Engineer,60000,GBP,73880,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
7448,2022,Mid-level /Intermediate,Full-time,Data Engineer,60000,GBP,73880,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
7459,2022,Mid-level /Intermediate,Full-time,Data Engineer,60000,GBP,73880,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
6510,2022,Mid-level /Intermediate,Full-time,Analytics Engineer,60000,GBP,73880,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
7479,2022,Mid-level /Intermediate,Full-time,Data Engineer,60000,GBP,73880,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
7248,2022,Mid-level /Intermediate,Full-time,Data Engineer,60000,GBP,73880,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
7519,2022,Senior-level/ Expert,Full-time,Data Engineer,60000,GBP,73880,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
5298,2023,Senior-level/ Expert,Full-time,Data Manager,60027,GBP,73857,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
3318,2023,Mid-level /Intermediate,Full-time,Data Analyst,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
1550,2023,Mid-level /Intermediate,Full-time,Data Scientist,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
657,2023,Senior-level/ Expert,Full-time,Data Engineer,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
5457,2023,Mid-level /Intermediate,Full-time,Data Science Lead,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
944,2023,Mid-level /Intermediate,Full-time,Data Analyst,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
5964,2023,Mid-level /Intermediate,Full-time,Machine Learning Research Engineer,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Large
3144,2023,Mid-level /Intermediate,Full-time,Data Scientist,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
868,2023,Senior-level/ Expert,Full-time,Data Analyst,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
4721,2023,Mid-level /Intermediate,Full-time,Data Analyst,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
5430,2023,Mid-level /Intermediate,Full-time,Data Analyst,60000,GBP,73824,Croatia,Not at all,Croatia,Medium
3364,2023,Mid-level /Intermediate,Full-time,Data Manager,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
56,2023,Mid-level /Intermediate,Full-time,Analytics Engineer,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
3947,2023,Mid-level /Intermediate,Full-time,Analytics Engineer,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
4853,2023,Mid-level /Intermediate,Full-time,Data Scientist,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
2,2023,Mid-level /Intermediate,Full-time,Data Manager,60000,GBP,73824,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
6821,2022,Entry-level / Junior,Full-time,Data Scientist,96000,CAD,73742,Canada,Totally Remote,Canada,Large
4859,2022,Mid-level /Intermediate,Full-time,Data Scientist,70000,EUR,73546,Germany,Totally Remote,Germany,Medium
7442,2022,Mid-level /Intermediate,Full-time,Data Engineer,70000,EUR,73546,Greece,Totally Remote,Greece,Medium
7114,2022,Mid-level /Intermediate,Full-time,Data Scientist,70000,EUR,73546,Netherlands,Somthimes,Netherlands,Large
6904,2022,Senior-level/ Expert,Full-time,Data Engineer,70000,EUR,73546,Portugal,Not at all,Portugal,Medium
6197,2022,Senior-level/ Expert,Full-time,Data Engineer,70000,EUR,73546,Spain,Not at all,Spain,Medium
7438,2022,Mid-level /Intermediate,Full-time,Data Engineer,70000,EUR,73546,Spain,Totally Remote,Spain,Medium
6445,2022,Senior-level/ Expert,Full-time,Machine Learning Engineer,70000,EUR,73546,France,Totally Remote,France,Medium
7132,2022,Mid-level /Intermediate,Full-time,Data Engineer,70000,EUR,73546,Greece,Totally Remote,Greece,Medium
7136,2022,Mid-level /Intermediate,Full-time,Data Engineer,70000,EUR,73546,Spain,Totally Remote,Spain,Medium
1192,2023,Senior-level/ Expert,Full-time,Data Analyst,73500,USD,73500,United States of America,Totally Remote,United States of America,Medium
1621,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1091,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1560,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1437,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1209,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
762,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1117,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1588,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1375,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
693,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
988,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1421,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1673,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1978,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1156,2023,Mid-level /Intermediate,Full-time,Data Strategist,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1293,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
1309,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
871,2023,Mid-level /Intermediate,Full-time,Data Manager,73500,USD,73500,United States of America,Not at all,United States of America,Medium
7082,2022,Entry-level / Junior,Full-time,Data Scientist,73000,USD,73000,United States of America,Not at all,United States of America,Medium
7957,2021,Mid-level /Intermediate,Full-time,Data Scientist,73000,USD,73000,United States of America,Not at all,United States of America,Large
3181,2023,Senior-level/ Expert,Full-time,Data Engineer,73000,USD,73000,Canada,Not at all,Canada,Medium
962,2023,Mid-level /Intermediate,Full-time,Data Specialist,73000,USD,73000,United States of America,Totally Remote,United States of America,Medium
7846,2021,Entry-level / Junior,Full-time,Data Engineer,72500,USD,72500,United States of America,Totally Remote,United States of America,Large
2847,2023,Mid-level /Intermediate,Full-time,Data Scientist,72409,USD,72409,United States of America,Not at all,United States of America,Medium
810,2023,Mid-level /Intermediate,Full-time,Data Developer,72409,USD,72409,United States of America,Totally Remote,United States of America,Medium
3755,2023,Mid-level /Intermediate,Full-time,Data Analyst,72400,USD,72400,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
5250,2023,Senior-level/ Expert,Full-time,BI Data Analyst,67000,EUR,72338,Germany,Totally Remote,Germany,Medium
2800,2023,Senior-level/ Expert,Full-time,Data Analyst,72250,USD,72250,United States of America,Totally Remote,United States of America,Medium
7827,2021,Mid-level /Intermediate,Full-time,Data Engineer,52500,GBP,72212,United Kingdom (Great Britain),Somthimes,United Kingdom (Great Britain),Large
5306,2023,Senior-level/ Expert,Full-time,Data Quality Analyst,72200,USD,72200,United States of America,Not at all,United States of America,Medium
